timestamp,EMG_s0,EMG_s1,EMG_s2,EMG_s3,EMG_s4,EMG_s5,EMG_s6,EMG_s7,left_data_Ac_X,left_data_Ac_Y,left_data_Ac_Z,left_data_Gy_X,left_data_Gy_Y,left_data_Gy_Z,left_data_flex_1,left_data_flex_2,left_data_flex_3,left_data_flex_4,left_data_flex_5,right_data_Ac_X,right_data_Ac_Y,right_data_Ac_Z,right_data_Gy_X,right_data_Gy_Y,right_data_Gy_Z,right_data_flex_1,right_data_flex_2,right_data_flex_3,right_data_flex_4,right_data_flex_5
1692755899781619300,4.0,1.0,19.0,9.0,22.0,6.0,3.0,0.0,1.381454349,-5.250484467,8.729259491,-0.059154671,0.005462481,-0.009459418,-35.0,-10.0,9.0,14.0,46.0,3.213018656,1.994369984,9.928754807,-0.035705972,-0.069546707,-0.006794794,222.0,78.0,62.0,81.0,301.0
1692755899781622500,-1.0,-2.0,-31.0,-24.0,-33.0,-10.0,-3.0,-4.0,1.381454349,-5.250484467,8.729259491,-0.059154671,0.005462481,-0.009459418,-35.0,-10.0,9.0,14.0,46.0,3.213018656,1.994369984,9.928754807,-0.035705972,-0.069546707,-0.006794794,222.0,78.0,62.0,81.0,301.0
1692755899782619300,-1.0,-2.0,-31.0,-24.0,-33.0,-10.0,-3.0,-4.0,1.381454349,-5.251681328,8.735244751,-0.059421133,0.004929556,-0.009992342,-38.0,-3.0,10.0,15.0,45.0,3.213018656,1.975216389,9.93234539,-0.033574272,-0.068480857,-0.006261868,225.0,81.0,62.0,70.0,304.0
1692755899783619300,-1.0,-2.0,-31.0,-24.0,-33.0,-10.0,-3.0,-4.0,1.380257249,-5.257667065,8.742427826,-0.059687596,0.004663093,-0.010258805,-34.0,-7.0,7.0,20.0,43.0,3.208230257,1.958456993,9.934740067,-0.030909648,-0.0678147,-0.005329249,229.0,79.0,62.0,77.0,304.0
1692755899784619300,-1.0,-2.0,-31.0,-24.0,-33.0,-10.0,-3.0,-4.0,1.381454349,-5.257667065,8.741230011,-0.059954058,0.004796324,-0.010392036,-43.0,-9.0,10.0,18.0,46.0,3.203441858,1.948880196,9.939528465,-0.027845331,-0.067015313,-0.004396631,228.0,83.0,62.0,76.0,302.0
1692755899817600000,-2.0,-18.0,-10.0,8.0,6.0,9.0,3.0,-1.0,1.381454349,-5.257667065,8.741230011,-0.059954058,0.004796324,-0.010392036,-43.0,-9.0,10.0,18.0,46.0,3.203441858,1.948880196,9.939528465,-0.027845331,-0.067015313,-0.004396631,228.0,83.0,62.0,76.0,302.0
1692755899818599300,1.0,25.0,11.0,16.0,-22.0,-5.0,0.0,2.0,1.381454349,-5.257667065,8.741230011,-0.059954058,0.004796324,-0.010392036,-43.0,-9.0,10.0,18.0,46.0,3.203441858,1.948880196,9.939528465,-0.027845331,-0.067015313,-0.004396631,228.0,83.0,62.0,76.0,302.0
1692755899820600200,-2.0,-9.0,-5.0,-7.0,-5.0,-5.0,-4.0,-3.0,1.381454349,-5.257667065,8.741230011,-0.059954058,0.004796324,-0.010392036,-43.0,-9.0,10.0,18.0,46.0,3.203441858,1.948880196,9.939528465,-0.027845331,-0.067015313,-0.004396631,228.0,83.0,62.0,76.0,302.0
1692755899822598800,-2.0,-10.0,6.0,10.0,22.0,6.0,3.0,-1.0,1.381454349,-5.257667065,8.741230011,-0.059954058,0.004796324,-0.010392036,-43.0,-9.0,10.0,18.0,46.0,3.203441858,1.948880196,9.939528465,-0.027845331,-0.067015313,-0.004396631,228.0,83.0,62.0,76.0,302.0
1692755899824596700,2.0,15.0,12.0,-11.0,7.0,-2.0,0.0,0.0,1.381454349,-5.257667065,8.741230011,-0.059954058,0.004796324,-0.010392036,-43.0,-9.0,10.0,18.0,46.0,3.203441858,1.948880196,9.939528465,-0.027845331,-0.067015313,-0.004396631,228.0,83.0,62.0,76.0,302.0
1692755899825595600,0.0,1.0,-9.0,9.0,-5.0,14.0,1.0,-2.0,1.381454349,-5.257667065,8.741230011,-0.059954058,0.004796324,-0.010392036,-43.0,-9.0,10.0,18.0,46.0,3.203441858,1.948880196,9.939528465,-0.027845331,-0.067015313,-0.004396631,228.0,83.0,62.0,76.0,302.0
1692755899827594900,1.0,-13.0,-3.0,-7.0,7.0,2.0,1.0,0.0,1.381454349,-5.257667065,8.741230011,-0.059954058,0.004796324,-0.010392036,-43.0,-9.0,10.0,18.0,46.0,3.203441858,1.948880196,9.939528465,-0.027845331,-0.067015313,-0.004396631,228.0,83.0,62.0,76.0,302.0
1692755899828594500,-3.0,3.0,-6.0,-31.0,-38.0,-15.0,-4.0,0.0,1.381454349,-5.257667065,8.741230011,-0.059954058,0.004796324,-0.010392036,-43.0,-9.0,10.0,18.0,46.0,3.203441858,1.948880196,9.939528465,-0.027845331,-0.067015313,-0.004396631,228.0,83.0,62.0,76.0,302.0
1692755899847583600,0.0,14.0,-5.0,-7.0,-15.0,-4.0,-5.0,-2.0,1.381454349,-5.257667065,8.741230011,-0.059954058,0.004796324,-0.010392036,-43.0,-9.0,10.0,18.0,46.0,3.203441858,1.948880196,9.939528465,-0.027845331,-0.067015313,-0.004396631,228.0,83.0,62.0,76.0,302.0
1692755899849582500,-4.0,-18.0,-3.0,2.0,5.0,-8.0,-3.0,-2.0,1.381454349,-5.257667065,8.741230011,-0.059954058,0.004796324,-0.010392036,-43.0,-9.0,10.0,18.0,46.0,3.203441858,1.948880196,9.939528465,-0.027845331,-0.067015313,-0.004396631,228.0,83.0,62.0,76.0,302.0
1692755899851581100,-3.0,4.0,13.0,11.0,-21.0,0.0,2.0,0.0,1.381454349,-5.257667065,8.741230011,-0.059954058,0.004796324,-0.010392036,-43.0,-9.0,10.0,18.0,46.0,3.203441858,1.948880196,9.939528465,-0.027845331,-0.067015313,-0.004396631,228.0,83.0,62.0,76.0,302.0
1692755899853580300,4.0,19.0,5.0,68.0,58.0,13.0,3.0,2.0,1.381454349,-5.257667065,8.741230011,-0.059954058,0.004796324,-0.010392036,-43.0,-9.0,10.0,18.0,46.0,3.203441858,1.948880196,9.939528465,-0.027845331,-0.067015313,-0.004396631,228.0,83.0,62.0,76.0,302.0
