,timestamp,left_data_Ac_X,left_data_Ac_Y,left_data_Ac_Z,left_data_Gy_X,left_data_Gy_Y,left_data_Gy_Z,left_data_flex_1,left_data_flex_2,left_data_flex_3,left_data_flex_4,left_data_flex_5
1,1693677675824293900,1.028309584,-0.846350312,10.25197124,-0.062085759,-0.001332312,-0.007860643,-20,41,89,10,-11
2,1693677675825293900,1.028309584,-0.848744512,10.25556278,-0.062085759,-0.001199081,-0.007727412,-28,47,83,13,-7
3,1693677675826293900,1.027112484,-0.848744512,10.25675964,-0.062085759,-0.001332312,-0.007727412,-28,42,80,3,-9
4,1693677675827293900,1.029506683,-0.849941611,10.25795746,-0.062085759,-0.001332312,-0.007727412,-27,41,90,10,-7
0,1693677675840281900,1.021126986,-0.85592711,10.26513958,-0.062352221,-0.001199081,-0.008260337,-24,33,85,10,-6
1,1693677675841281900,1.022324085,-0.85353291,10.26633644,-0.062352221,-0.001332312,-0.008260337,-26,48,89,2,-7
2,1693677675842281900,1.021126986,-0.851138711,10.26274586,-0.062352221,-0.001332312,-0.008127105,-23,45,88,8,-12
3,1693677675843281900,1.023521185,-0.849941611,10.26394272,-0.062352221,-0.001332312,-0.008260337,-24,36,83,10,-13
4,1693677675844281900,1.024718285,-0.85353291,10.26154804,-0.062218986,-0.001199081,-0.008260337,-33,43,76,8,-15
0,1693677675857271100,1.019929886,-0.843956113,10.26274586,-0.062352221,-0.001598775,-0.008926493,-22,45,87,10,-12
1,1693677675858271100,1.019929886,-0.842759013,10.26154804,-0.062485453,-0.001598775,-0.008793262,-18,45,84,6,-2
2,1693677675859271100,1.016338587,-0.845153213,10.26394272,-0.062485453,-0.001598775,-0.008526799,-32,38,81,6,-8
3,1693677675860271100,1.019929886,-0.843956113,10.25795746,-0.062485453,-0.001598775,-0.008526799,-24,44,83,6,-12
4,1693677675861271100,1.021126986,-0.843956113,10.25316906,-0.062485453,-0.001732006,-0.008393568,-28,33,83,4,-8
0,1693677675873263000,1.018732786,-0.85473001,10.26513958,-0.062218986,-0.001465544,-0.008260337,-27,37,89,11,-9
1,1693677675874263000,1.019929886,-0.852335811,10.26633644,-0.062352221,-0.001598775,-0.008526799,-16,38,87,6,-13
2,1693677675875263000,1.018732786,-0.85353291,10.26394272,-0.062218986,-0.001598775,-0.008393568,-23,42,81,0,-12
3,1693677675876263000,1.018732786,-0.852335811,10.26154804,-0.062352221,-0.001732006,-0.008526799,-27,35,84,12,-15
4,1693677675877263000,1.018732786,-0.852335811,10.26154804,-0.062352221,-0.001732006,-0.008393568,-30,42,81,10,-7
0,1693677675890252900,1.021126986,-0.849941611,10.25316906,-0.06261868,-0.001598775,-0.008793262,-20,43,81,0,-14
1,1693677675891252900,1.022324085,-0.85353291,10.25197124,-0.06261868,-0.001598775,-0.008793262,-30,42,81,6,-13
2,1693677675892252900,1.023521185,-0.85592711,10.25675964,-0.06261868,-0.001598775,-0.008660031,-29,42,81,2,-17
3,1693677675893252900,1.022324085,-0.85592711,10.25795746,-0.06261868,-0.001598775,-0.008660031,-20,34,78,7,-9
4,1693677675894252900,1.023521185,-0.85473001,10.25795746,-0.06261868,-0.001598775,-0.008793262,-30,57,95,10,-12
0,1693677675906243200,1.034295082,-0.85473001,10.24478912,-0.062218986,-0.001732006,-0.008127105,-24,38,87,-2,-10
1,1693677675907243200,1.031900883,-0.852335811,10.24598598,-0.062085759,-0.001865237,-0.008260337,-30,32,84,8,-9
2,1693677675908243200,1.034295082,-0.852335811,10.24838066,-0.062085759,-0.001732006,-0.008260337,-31,37,75,3,-9
3,1693677675909243200,1.033097982,-0.852335811,10.24598598,-0.062085759,-0.001865237,-0.008127105,-30,39,89,8,-7
4,1693677675910243200,1.033097982,-0.847547412,10.24598598,-0.061952524,-0.001865237,-0.008127105,-24,47,80,6,-9
0,1693677675921235900,1.029506683,-0.85592711,10.26035118,-0.062218986,-0.001865237,-0.008526799,-26,41,85,10,-9
1,1693677675922235900,1.030703783,-0.85592711,10.26154804,-0.062218986,-0.001865237,-0.008526799,-30,41,83,8,-9
2,1693677675923235900,1.031900883,-0.85353291,10.26513958,-0.062352221,-0.001732006,-0.008526799,-28,34,71,8,-4
3,1693677675924235900,1.031900883,-0.851138711,10.26394272,-0.062352221,-0.001465544,-0.008526799,-32,41,84,13,-9
4,1693677675925235900,1.031900883,-0.851138711,10.26394272,-0.062485453,-0.001598775,-0.008526799,-19,42,88,11,-12
0,1693677675937230400,1.025915384,-0.843956113,10.25915432,-0.062352221,-0.001998469,-0.008526799,-24,47,90,6,-7
1,1693677675938230400,1.025915384,-0.843956113,10.25915432,-0.062485453,-0.001998469,-0.008526799,-27,38,85,6,-15
2,1693677675939230400,1.024718285,-0.847547412,10.25795746,-0.062485453,-0.001865237,-0.008660031,-29,43,84,10,-8
3,1693677675940230400,1.023521185,-0.851138711,10.25556278,-0.062352221,-0.001865237,-0.008526799,-27,43,83,2,-9
4,1693677675941230400,1.022324085,-0.847547412,10.25795746,-0.062485453,-0.001998469,-0.008393568,-28,47,84,7,-4
0,1693677675953235400,1.017535686,-0.848744512,10.24478912,-0.062485453,-0.001199081,-0.008393568,-30,41,81,4,-14
1,1693677675954235400,1.018732786,-0.848744512,10.24718285,-0.062485453,-0.001332312,-0.008526799,-22,35,90,4,-8
2,1693677675955235400,1.021126986,-0.849941611,10.24359226,-0.06261868,-0.001332312,-0.008526799,-24,46,81,6,-9
3,1693677675956235400,1.022324085,-0.849941611,10.24359226,-0.062352221,-0.001332312,-0.008526799,-20,42,87,13,-8
4,1693677675957235400,1.021126986,-0.852335811,10.24359226,-0.062352221,-0.001332312,-0.008526799,-17,43,84,6,-6
0,1693677675970206900,1.022324085,-0.859518409,10.24957752,-0.062085759,-0.001465544,-0.007860643,-32,39,85,0,-11
1,1693677675971206900,1.024718285,-0.858321309,10.25316906,-0.062085759,-0.001465544,-0.007993874,-23,43,85,-1,-13
2,1693677675972206900,1.025915384,-0.859518409,10.25316906,-0.062218986,-0.001332312,-0.008260337,-27,37,85,6,-8
3,1693677675973206900,1.027112484,-0.857124209,10.25795746,-0.062218986,-0.001598775,-0.008393568,-24,43,86,8,3
4,1693677675974206900,1.030703783,-0.857124209,10.25795746,-0.062352221,-0.001598775,-0.008526799,-27,39,78,7,-12
0,1693677676007186000,1.023521185,-0.85353291,10.25556278,-0.061952524,-0.001598775,-0.008660031,-29,37,90,10,-7
1,1693677676008186000,1.024718285,-0.85473001,10.25675964,-0.061952524,-0.001465544,-0.008393568,-22,43,87,10,-12
2,1693677676009186000,1.023521185,-0.85592711,10.25436592,-0.061952524,-0.001332312,-0.008526799,-30,42,79,6,-13
3,1693677676010186000,1.022324085,-0.858321309,10.25077438,-0.061952524,-0.001332312,-0.008660031,-22,43,86,10,-9
4,1693677676011186000,1.019929886,-0.859518409,10.24598598,-0.061952524,-0.001465544,-0.008393568,-23,37,84,10,-9
0,1693677676030175200,1.024718285,-0.857124209,10.25436592,-0.062085759,-0.001332312,-0.008127105,-22,39,77,8,-5
1,1693677676031175200,1.023521185,-0.85592711,10.25436592,-0.062218986,-0.001332312,-0.008260337,-31,45,89,4,-7
2,1693677676032175200,1.023521185,-0.85353291,10.25197124,-0.062085759,-0.001332312,-0.008127105,-29,42,79,9,-7
3,1693677676033175200,1.023521185,-0.85353291,10.25077438,-0.062218986,-0.001199081,-0.007993874,-26,43,80,1,-15
4,1693677676034175200,1.023521185,-0.85473001,10.24718285,-0.062085759,-0.001199081,-0.008127105,-32,41,77,10,-8
0,1693677676049163900,1.022324085,-0.849941611,10.25556278,-0.062218986,-0.001332312,-0.007993874,-17,43,86,10,-6
1,1693677676050163900,1.018732786,-0.847547412,10.25556278,-0.062218986,-0.001465544,-0.007993874,-28,38,88,8,-18
2,1693677676051163900,1.016338587,-0.848744512,10.25675964,-0.062218986,-0.001465544,-0.007993874,-29,38,81,10,-11
3,1693677676052163900,1.021126986,-0.848744512,10.26154804,-0.062352221,-0.001465544,-0.007993874,-26,39,85,6,-13
4,1693677676053163900,1.023521185,-0.848744512,10.26513958,-0.062218986,-0.001465544,-0.007993874,-27,39,85,2,-7
0,1693677676065152600,1.030703783,-0.85592711,10.25795746,-0.062085759,-0.001332312,-0.008393568,-28,37,90,9,-5
1,1693677676066152600,1.028309584,-0.852335811,10.25795746,-0.062085759,-0.001465544,-0.008260337,-27,33,83,7,-8
2,1693677676067152600,1.028309584,-0.851138711,10.25316906,-0.062085759,-0.001598775,-0.008260337,-24,37,78,3,-15
3,1693677676068152600,1.029506683,-0.852335811,10.25436592,-0.062085759,-0.001465544,-0.008260337,-23,44,85,6,-13
4,1693677676069152600,1.028309584,-0.85353291,10.25556278,-0.062085759,-0.001332312,-0.008260337,-24,39,83,10,-10
0,1693677676082142600,1.013944387,-0.85473001,10.25795746,-0.062085759,-0.001199081,-0.008393568,-28,44,87,6,-9
1,1693677676083142600,1.016338587,-0.857124209,10.26154804,-0.062085759,-0.001332312,-0.008526799,-28,36,84,8,-12
2,1693677676084142600,1.019929886,-0.85473001,10.26513958,-0.062085759,-0.001332312,-0.008526799,-33,32,84,6,-15
3,1693677676085142600,1.019929886,-0.851138711,10.26154804,-0.062218986,-0.001199081,-0.008526799,-28,44,87,7,-7
4,1693677676086142600,1.018732786,-0.852335811,10.26035118,-0.062085759,-0.001332312,-0.008660031,-29,45,86,12,-12
0,1693677676099136100,1.025915384,-0.851138711,10.25675964,-0.06261868,-0.001199081,-0.008393568,-28,37,86,2,-11
1,1693677676100136100,1.023521185,-0.85353291,10.25556278,-0.06261868,-0.001199081,-0.008393568,-23,35,78,2,-9
2,1693677676101136100,1.024718285,-0.852335811,10.25675964,-0.062352221,-0.001199081,-0.008526799,-24,38,85,13,-12
3,1693677676102136100,1.023521185,-0.851138711,10.25795746,-0.062485453,-0.001199081,-0.008526799,-22,34,88,12,-9
4,1693677676103136100,1.023521185,-0.851138711,10.25795746,-0.062352221,-0.001332312,-0.008526799,-30,45,107,10,-4
0,1693677676117122500,1.025915384,-0.852335811,10.25436592,-0.061952524,-0.000666156,-0.008260337,-31,35,83,6,-12
1,1693677676118122500,1.025915384,-0.851138711,10.25556278,-0.061952524,-0.000666156,-0.008393568,-31,39,81,2,-9
2,1693677676119122500,1.024718285,-0.851138711,10.25675964,-0.061952524,-0.000799387,-0.008260337,-27,32,80,11,-12
3,1693677676120122500,1.024718285,-0.849941611,10.25675964,-0.061819296,-0.000666156,-0.008260337,-26,45,89,10,-8
4,1693677676121122500,1.025915384,-0.848744512,10.25795746,-0.061819296,-0.000799387,-0.008260337,-19,46,83,13,-16
0,1693677676131117200,1.025915384,-0.857124209,10.25556278,-0.062485453,-0.000932619,-0.008393568,-26,37,83,6,-9
1,1693677676132117200,1.023521185,-0.857124209,10.25675964,-0.062352221,-0.000932619,-0.008393568,-24,35,83,6,-9
2,1693677676133117200,1.023521185,-0.860715508,10.25316906,-0.062352221,-0.000932619,-0.008260337,-32,43,83,6,-14
3,1693677676134117200,1.024718285,-0.863109708,10.25675964,-0.062218986,-0.00106585,-0.008127105,-24,43,87,11,-9
4,1693677676135117200,1.028309584,-0.863109708,10.25316906,-0.062218986,-0.001199081,-0.008127105,-24,46,88,1,-2
0,1693677676146107200,1.011550188,-0.849941611,10.25556278,-0.062218986,-0.001332312,-0.008393568,-29,34,83,8,-15
1,1693677676147107200,1.011550188,-0.849941611,10.25197124,-0.062218986,-0.001465544,-0.008393568,-24,42,84,8,-8
2,1693677676148107200,1.012747288,-0.848744512,10.25436592,-0.062352221,-0.001332312,-0.008393568,-24,41,83,7,-6
3,1693677676149107200,1.010353088,-0.849941611,10.25316906,-0.062352221,-0.001465544,-0.008260337,-24,39,87,12,-4
4,1693677676150107200,1.011550188,-0.852335811,10.25556278,-0.062218986,-0.001465544,-0.008127105,-28,41,85,0,-15
0,1693677676165096900,1.023521185,-0.848744512,10.26633644,-0.062085759,-0.001865237,-0.008127105,-27,41,93,14,-15
1,1693677676166096900,1.023521185,-0.846350312,10.26753426,-0.062085759,-0.001732006,-0.008127105,-28,37,89,2,-11
2,1693677676167096900,1.024718285,-0.846350312,10.26633644,-0.062085759,-0.001732006,-0.008127105,-22,41,83,9,-4
3,1693677676168096900,1.024718285,-0.846350312,10.26274586,-0.061952524,-0.001598775,-0.008260337,-15,42,91,11,-12
4,1693677676169096900,1.024718285,-0.847547412,10.26154804,-0.061819296,-0.001465544,-0.008393568,-29,41,88,6,-7
0,1693677676181086200,1.023521185,-0.851138711,10.25436592,-0.061419602,-0.001199081,-0.008793262,-28,39,85,2,-12
1,1693677676182086200,1.023521185,-0.85353291,10.25197124,-0.061552834,-0.00106585,-0.008660031,-28,43,89,4,-11
2,1693677676183086200,1.024718285,-0.851138711,10.25436592,-0.061552834,-0.00106585,-0.008793262,-27,47,83,13,-7
3,1693677676184086200,1.023521185,-0.849941611,10.25316906,-0.061686065,-0.00106585,-0.008793262,-22,42,85,7,-12
4,1693677676185086200,1.021126986,-0.852335811,10.25436592,-0.061686065,-0.000932619,-0.008660031,-20,38,85,12,-12
0,1693677676198076900,1.016338587,-0.85473001,10.26513958,-0.062218986,-0.001465544,-0.008526799,-23,49,88,13,-8
1,1693677676199076900,1.016338587,-0.85592711,10.26394272,-0.062352221,-0.001332312,-0.008526799,-24,45,88,12,-7
2,1693677676200076900,1.017535686,-0.85473001,10.26513958,-0.062218986,-0.001332312,-0.008393568,-20,53,85,13,-9
3,1693677676201076900,1.023521185,-0.85353291,10.26873112,-0.062218986,-0.001598775,-0.008260337,-24,44,88,7,-7
4,1693677676202076900,1.021126986,-0.851138711,10.27112484,-0.062218986,-0.001598775,-0.008260337,-24,45,90,7,-8
0,1693677676213071000,1.031900883,-0.859518409,10.25675964,-0.061952524,-0.001199081,-0.008660031,-27,43,84,11,-4
1,1693677676214071000,1.029506683,-0.858321309,10.25795746,-0.061952524,-0.001332312,-0.008793262,-21,50,90,13,-4
2,1693677676215071000,1.025915384,-0.85592711,10.26154804,-0.061952524,-0.001332312,-0.008793262,-33,43,91,12,-6
3,1693677676216071000,1.029506683,-0.852335811,10.26274586,-0.061686065,-0.001465544,-0.008793262,-20,45,87,13,-5
4,1693677676217071000,1.031900883,-0.849941611,10.26633644,-0.061686065,-0.001332312,-0.008660031,-20,47,90,-14,-7
0,1693677676229058400,1.024718285,-0.848744512,10.25197124,-0.062085759,-0.001465544,-0.008793262,-24,47,90,12,-7
1,1693677676230058400,1.025915384,-0.851138711,10.25436592,-0.062085759,-0.001598775,-0.008926493,-19,46,86,13,-7
2,1693677676231058400,1.022324085,-0.851138711,10.25675964,-0.062085759,-0.001598775,-0.008926493,-18,46,89,11,-11
3,1693677676232058400,1.023521185,-0.85353291,10.25795746,-0.062218986,-0.001598775,-0.008926493,-24,34,77,14,-18
4,1693677676233058400,1.025915384,-0.852335811,10.25795746,-0.062085759,-0.001465544,-0.009059724,-27,50,90,12,-7
0,1693677676244050200,1.019929886,-0.842759013,10.24957752,-0.062218986,-0.001199081,-0.008260337,-19,47,85,12,-7
1,1693677676245050200,1.019929886,-0.845153213,10.25077438,-0.062218986,-0.001332312,-0.008393568,-22,45,90,12,-7
2,1693677676246050200,1.021126986,-0.843956113,10.25197124,-0.062352221,-0.001332312,-0.008260337,-20,50,90,12,-5
3,1693677676247050200,1.022324085,-0.845153213,10.25077438,-0.062218986,-0.001465544,-0.008260337,-25,45,88,11,-7
4,1693677676248050200,1.021126986,-0.842759013,10.24957752,-0.062218986,-0.001598775,-0.008260337,-21,46,79,10,-9
0,1693677676261041200,1.011550188,-0.858321309,10.25197124,-0.062485453,-0.001598775,-0.008393568,-27,47,87,6,-9
1,1693677676262041200,1.011550188,-0.85353291,10.25436592,-0.062352221,-0.001598775,-0.008393568,-20,37,83,2,-15
2,1693677676263041200,1.012747288,-0.851138711,10.25316906,-0.062352221,-0.001598775,-0.008260337,-24,43,89,6,-5
3,1693677676264041200,1.011550188,-0.849941611,10.24718285,-0.062352221,-0.001465544,-0.008260337,-28,35,79,6,-12
4,1693677676265041200,1.015141487,-0.848744512,10.24838066,-0.062485453,-0.001465544,-0.008260337,-30,42,77,3,-9
0,1693677676279031900,1.024718285,-0.852335811,10.25077438,-0.062218986,-0.001598775,-0.008660031,-1,62,90,26,12
1,1693677676280031900,1.024718285,-0.852335811,10.25436592,-0.062218986,-0.001598775,-0.008793262,-6,51,97,19,3
2,1693677676281031900,1.028309584,-0.85353291,10.25675964,-0.062085759,-0.001732006,-0.008660031,-7,53,100,18,7
3,1693677676282031900,1.025915384,-0.852335811,10.25675964,-0.061952524,-0.001598775,-0.008526799,-2,59,100,28,7
4,1693677676283031900,1.024718285,-0.85592711,10.25197124,-0.061819296,-0.001332312,-0.008393568,-12,55,96,23,-11
0,1693677676294044500,1.034295082,-0.860715508,10.25675964,-0.061686065,-0.001332312,-0.008393568,-29,47,81,10,-11
1,1693677676295044500,1.033097982,-0.863109708,10.25795746,-0.061819296,-0.001332312,-0.008393568,-30,37,83,8,-13
2,1693677676296044500,1.033097982,-0.864306808,10.25915432,-0.061819296,-0.00106585,-0.008260337,-32,45,85,11,-8
3,1693677676297044500,1.033097982,-0.861912608,10.25675964,-0.061952524,-0.00106585,-0.008260337,-27,37,83,10,-12
4,1693677676298044500,1.031900883,-0.857124209,10.25675964,-0.061952524,-0.000799387,-0.008526799,-28,47,87,13,-5
0,1693677676311012000,1.024718285,-0.851138711,10.25197124,-0.062085759,-0.000932619,-0.008393568,-24,41,89,13,-7
1,1693677676312012000,1.025915384,-0.849941611,10.24718285,-0.062218986,-0.000932619,-0.008393568,-28,37,83,13,-8
2,1693677676313012000,1.027112484,-0.851138711,10.24838066,-0.062085759,-0.000932619,-0.008526799,-24,41,88,13,-9
3,1693677676314012000,1.025915384,-0.85353291,10.25077438,-0.062085759,-0.001199081,-0.008660031,-22,45,83,13,-7
4,1693677676315012000,1.024718285,-0.85473001,10.25316906,-0.062218986,-0.001199081,-0.008660031,-23,48,85,6,-18
0,1693677676329024900,1.035492182,-0.857124209,10.26035118,-0.062218986,-0.001199081,-0.008127105,-27,44,87,3,-15
1,1693677676330024900,1.035492182,-0.852335811,10.25675964,-0.062218986,-0.001332312,-0.008260337,-31,45,86,10,-9
2,1693677676331024900,1.035492182,-0.852335811,10.25675964,-0.062218986,-0.001332312,-0.008260337,-27,35,83,7,-11
3,1693677676332024900,1.037886381,-0.849941611,10.25915432,-0.062352221,-0.001332312,-0.008393568,-29,46,88,10,-12
4,1693677676333024900,1.034295082,-0.848744512,10.25675964,-0.062352221,-0.001199081,-0.008393568,-31,41,81,9,-11
0,1693677676344004500,1.035492182,-0.861912608,10.25197124,-0.061819296,-0.001332312,-0.008127105,-26,45,83,7,-12
1,1693677676345004500,1.034295082,-0.860715508,10.25316906,-0.061819296,-0.001465544,-0.007993874,-26,47,85,10,-9
2,1693677676346004500,1.030703783,-0.861912608,10.25077438,-0.061819296,-0.001465544,-0.007860643,-17,39,85,8,-13
3,1693677676347004500,1.028309584,-0.860715508,10.25077438,-0.061819296,-0.001332312,-0.007993874,-24,49,85,4,-12
4,1693677676348004500,1.025915384,-0.858321309,10.25556278,-0.061686065,-0.001332312,-0.007993874,-27,43,79,4,-12
0,1693677676359007300,1.019929886,-0.847547412,10.26274586,-0.062085759,-0.001199081,-0.008526799,-23,45,88,6,-9
1,1693677676360007300,1.022324085,-0.849941611,10.26513958,-0.061819296,-0.001199081,-0.008526799,-23,42,80,6,-13
2,1693677676361007300,1.023521185,-0.85473001,10.26633644,-0.061819296,-0.001332312,-0.008526799,-23,39,84,6,-8
3,1693677676362007300,1.021126986,-0.85592711,10.26753426,-0.061952524,-0.001332312,-0.008526799,-30,43,88,6,-9
4,1693677676363007300,1.019929886,-0.85592711,10.26274586,-0.062085759,-0.001332312,-0.008393568,-28,38,87,8,-13
0,1693677676373979500,1.021126986,-0.847547412,10.25077438,-0.062085759,-0.001465544,-0.008793262,-26,39,77,8,-13
1,1693677676374979500,1.018732786,-0.849941611,10.25316906,-0.062085759,-0.001332312,-0.008660031,-24,57,90,12,-7
