,timestamp,right_data_Ac_X,right_data_Ac_Y,right_data_Ac_Z,right_data_Gy_X,right_data_Gy_Y,right_data_Gy_Z,right_data_flex_1,right_data_flex_2,right_data_flex_3,right_data_flex_4,right_data_flex_5
3,1693677708437592300,-0.113724582,2.409764051,10.21366405,0.054091886,-0.026779478,0.037970904,15,35,-28,-28,50
4,1693677708438592300,-0.112527482,2.409764051,10.21127033,0.054358348,-0.02691271,0.038104136,16,33,-23,-24,54
0,1693677708458576700,-0.112527482,2.410961151,10.20528507,0.054225113,-0.025980091,0.037970904,18,41,-25,-27,52
1,1693677708459576700,-0.113724582,2.408566952,10.20169353,0.054358348,-0.026113322,0.037970904,13,30,-28,-24,40
2,1693677708460576700,-0.113724582,2.407369852,10.20169353,0.054358348,-0.026113322,0.037837673,20,34,-23,-24,49
3,1693677708461576700,-0.111330383,2.409764051,10.20169353,0.054491576,-0.026113322,0.037970904,20,37,-25,-27,53
4,1693677708462576700,-0.111330383,2.412158251,10.20408726,0.054491576,-0.026113322,0.037970904,20,47,-21,-24,55
0,1693677708479566000,-0.106541976,2.420537949,10.21605873,0.054624807,-0.02691271,0.037704438,10,36,-24,-28,46
1,1693677708480566000,-0.10175357,2.418143749,10.21366405,0.054491576,-0.026379786,0.03757121,20,30,-28,-18,48
2,1693677708481566000,-0.10175357,2.41574955,10.20887566,0.054358348,-0.025846859,0.037437979,13,39,-21,-23,55
3,1693677708482566000,-0.10295067,2.41694665,10.20408726,0.053958651,-0.025447167,0.037304748,19,41,-20,-21,55
4,1693677708483566000,-0.105344877,2.41694665,10.20049667,0.054091886,-0.025447167,0.037304748,6,35,-29,-31,55
0,1693677708499553000,-0.108936176,2.420537949,10.22324085,0.05489127,-0.027445635,0.037970904,6,31,-24,-33,44
1,1693677708500553000,-0.110133275,2.419340849,10.22084713,0.055024505,-0.027445635,0.037970904,9,36,-21,-26,48
2,1693677708501553000,-0.110133275,2.419340849,10.21366405,0.05489127,-0.027179174,0.038237367,11,40,-25,-24,54
3,1693677708502553000,-0.107739076,2.420537949,10.21127033,0.054225113,-0.026779478,0.038104136,20,37,-21,-19,46
4,1693677708503553000,-0.107739076,2.419340849,10.21246719,0.054091886,-0.026379786,0.038104136,-9,41,-29,-27,50
0,1693677708520541400,-0.114921682,2.410961151,10.21366405,0.054491576,-0.027045943,0.038370594,15,31,-31,-29,46
1,1693677708521541400,-0.111330383,2.409764051,10.21725559,0.054758042,-0.027312404,0.038503829,15,35,-25,-28,49
2,1693677708522541400,-0.111330383,2.409764051,10.21366405,0.054758042,-0.027312404,0.038503829,13,37,-29,-24,54
3,1693677708523541400,-0.110133275,2.412158251,10.21127033,0.05489127,-0.027445635,0.038370594,13,35,-21,-22,48
4,1693677708524541400,-0.108936176,2.412158251,10.20767879,0.054758042,-0.027312404,0.038370594,10,31,-20,-30,48
0,1693677708539531800,-0.116118781,2.406172752,10.21725559,0.054225113,-0.026113322,0.038104136,9,31,-29,-21,50
1,1693677708540531800,-0.118512981,2.408566952,10.21725559,0.054358348,-0.026513018,0.038370594,18,41,-28,-32,51
2,1693677708541531800,-0.119710088,2.409764051,10.21605873,0.054358348,-0.02691271,0.038370594,16,36,-19,-24,55
3,1693677708542531800,-0.120907187,2.412158251,10.21007347,0.054758042,-0.027445635,0.038237367,15,36,-27,-30,51
4,1693677708543531800,-0.117315881,2.412158251,10.20408726,0.05489127,-0.027578866,0.038104136,19,39,-29,-27,55
0,1693677708557521600,-0.106541976,2.418143749,10.20887566,0.054624807,-0.027712099,0.038237367,10,35,-26,-32,52
1,1693677708558521600,-0.108936176,2.421735048,10.20648193,0.054624807,-0.027578866,0.038237367,17,40,-24,-23,50
2,1693677708559521600,-0.107739076,2.421735048,10.21127033,0.054624807,-0.027312404,0.037970904,18,43,-23,-25,50
3,1693677708560521600,-0.105344877,2.422932148,10.21486187,0.054491576,-0.02691271,0.037704438,16,30,-27,-30,52
4,1693677708561521600,-0.10295067,2.422932148,10.21605873,0.054358348,-0.026513018,0.037704438,11,32,-24,-24,46
0,1693677708573512800,-0.106541976,2.410961151,10.22683239,0.055024505,-0.02691271,0.03757121,11,41,-21,-29,55
1,1693677708574512800,-0.10295067,2.409764051,10.22084713,0.055024505,-0.027179174,0.037704438,17,37,-19,-32,52
2,1693677708575512800,-0.105344877,2.41335535,10.22084713,0.054758042,-0.027179174,0.037704438,20,39,-25,-27,46
3,1693677708576512800,-0.10295067,2.41335535,10.22324085,0.054624807,-0.027045943,0.037704438,17,37,-23,-24,50
4,1693677708577512800,-0.10175357,2.41455245,10.21965027,0.054758042,-0.026779478,0.037837673,13,32,-23,-22,42
0,1693677708591498800,-0.117315881,2.404975653,10.2028904,0.054758042,-0.026513018,0.038237367,20,45,-22,-18,55
1,1693677708592498800,-0.116118781,2.407369852,10.20767879,0.055157732,-0.027312404,0.038370594,13,32,-22,-28,50
2,1693677708593498800,-0.114921682,2.410961151,10.20648193,0.055290964,-0.027712099,0.038637057,14,30,-25,-27,48
3,1693677708594498800,-0.113724582,2.410961151,10.20887566,0.055024505,-0.027578866,0.038770292,10,30,-25,-29,50
4,1693677708595498800,-0.113724582,2.41335535,10.20648193,0.05489127,-0.027578866,0.038770292,15,35,-25,-24,50
0,1693677708612488400,-0.125695586,2.408566952,10.20408726,0.055424199,-0.028378254,0.037970904,13,45,-32,-22,53
1,1693677708613488400,-0.122104287,2.408566952,10.2028904,0.055157732,-0.028777948,0.038370594,13,35,-23,-27,49
2,1693677708614488400,-0.120907187,2.410961151,10.20049667,0.054491576,-0.028644716,0.038370594,15,39,-29,-24,48
3,1693677708615488400,-0.123301387,2.41574955,10.19451046,0.054225113,-0.028111791,0.038370594,19,34,-25,-26,49
4,1693677708616488400,-0.122104287,2.41574955,10.1933136,0.054225113,-0.027179174,0.037837673,10,36,-31,-33,51
0,1693677708630479900,-0.118512981,2.407369852,10.20528507,0.054491576,-0.026646247,0.037704438,20,33,-24,-26,50
1,1693677708631479900,-0.117315881,2.409764051,10.20528507,0.05489127,-0.027312404,0.03757121,19,37,-24,-36,46
2,1693677708632479900,-0.119710088,2.410961151,10.21845245,0.055157732,-0.027578866,0.037970904,10,34,-31,-28,45
3,1693677708633479900,-0.117315881,2.410961151,10.22324085,0.055690661,-0.027578866,0.038370594,10,39,-28,-24,50
4,1693677708634479900,-0.117315881,2.41574955,10.22443867,0.054491576,-0.028245023,0.038637057,11,36,-22,-18,52
0,1693677708653466300,-0.105344877,2.424129248,10.22324085,0.054624807,-0.026113322,0.036905054,17,40,-25,-26,60
1,1693677708654466300,-0.105344877,2.421735048,10.22443867,0.053958651,-0.024514547,0.036372125,18,36,-22,-32,47
2,1693677708655466300,-0.111330383,2.41574955,10.22324085,0.053026035,-0.023315467,0.036105666,15,39,-24,-27,45
3,1693677708656466300,-0.114921682,2.409764051,10.21725559,0.052359879,-0.022649311,0.036238898,13,33,-23,-23,49
4,1693677708657466300,-0.120907187,2.404975653,10.21127033,0.052759573,-0.023182238,0.03650536,17,34,-20,-27,50
0,1693677708677453500,-0.113724582,2.422932148,10.21725559,0.055157732,-0.028111791,0.038104136,13,30,-23,-20,47
1,1693677708678453500,-0.113724582,2.424129248,10.21845245,0.055157732,-0.02797856,0.038104136,11,37,-25,-25,48
2,1693677708679453500,-0.112527482,2.426523447,10.21965027,0.054624807,-0.027045943,0.037704438,13,30,-23,-30,44
3,1693677708680453500,-0.113724582,2.425326347,10.21725559,0.053958651,-0.026379786,0.037437979,13,43,-23,-19,51
4,1693677708681453500,-0.112527482,2.426523447,10.21366405,0.053558957,-0.025447167,0.037171517,17,41,-28,-23,54
0,1693677708697441200,-0.122104287,2.409764051,10.19211674,0.053825419,-0.023448698,0.03650536,9,29,-25,-33,44
1,1693677708698441200,-0.123301387,2.407369852,10.19570827,0.054091886,-0.02358193,0.036905054,13,39,-25,-26,49
2,1693677708699441200,-0.123301387,2.404975653,10.20648193,0.054225113,-0.024114855,0.03757121,13,37,-25,-25,49
3,1693677708700441200,-0.125695586,2.406172752,10.21246719,0.054225113,-0.025180703,0.038237367,-11,37,-15,-23,55
4,1693677708701441200,-0.123301387,2.408566952,10.21486187,0.054491576,-0.026646247,0.038637057,17,41,-23,-28,54
0,1693677708722425900,-0.104147777,2.419340849,10.20887566,0.054758042,-0.027445635,0.037970904,19,29,-25,-26,49
1,1693677708723425900,-0.10295067,2.418143749,10.20767879,0.053958651,-0.02571363,0.037171517,13,32,-22,-24,52
2,1693677708724425900,-0.105344877,2.41335535,10.20648193,0.053558957,-0.024514547,0.036771823,14,39,-17,-22,48
3,1693677708725425900,-0.108936176,2.404975653,10.20648193,0.053159267,-0.02384839,0.036771823,17,43,-23,-22,54
4,1693677708726425900,-0.113724582,2.398990154,10.20887566,0.053026035,-0.02384839,0.037038282,16,43,-23,-20,54
0,1693677708743415100,-0.108936176,2.410961151,10.20767879,0.055290964,-0.02691271,0.038503829,15,33,-31,-28,44
1,1693677708744415100,-0.105344877,2.410961151,10.20648193,0.055024505,-0.026646247,0.038370594,18,33,-23,-26,53
2,1693677708745415100,-0.105344877,2.410961151,10.21007347,0.054624807,-0.026113322,0.038370594,15,35,-13,-19,52
3,1693677708746415100,-0.10175357,2.410961151,10.21725559,0.054491576,-0.02571363,0.038104136,16,35,-29,-30,46
4,1693677708747415100,-0.10055647,2.409764051,10.22084713,0.054225113,-0.025313934,0.037970904,13,36,-31,-27,52
0,1693677708760404400,-0.111330383,2.410961151,10.19929886,0.054225113,-0.025980091,0.037970904,17,40,-18,-24,53
1,1693677708761404400,-0.108936176,2.41455245,10.19690514,0.053159267,-0.026779478,0.038104136,20,40,-25,-26,53
2,1693677708762404400,-0.107739076,2.418143749,10.19929886,0.053692192,-0.027179174,0.037970904,18,42,-24,-27,54
3,1693677708763404400,-0.108936176,2.419340849,10.21007347,0.055557426,-0.027312404,0.037704438,19,33,-28,-24,48
4,1693677708764404400,-0.105344877,2.422932148,10.22324085,0.055690661,-0.027312404,0.03757121,19,30,-28,-33,52
0,1693677708778396000,-0.118512981,2.410961151,10.21605873,0.053825419,-0.025846859,0.037704438,14,40,-28,-23,50
1,1693677708779396000,-0.118512981,2.407369852,10.21965027,0.054624807,-0.026246555,0.037304748,20,46,-23,-20,53
2,1693677708780396000,-0.117315881,2.406172752,10.22563553,0.05489127,-0.026779478,0.037437979,17,31,-24,-20,52
3,1693677708781396000,-0.114921682,2.402581453,10.22683239,0.054758042,-0.027578866,0.037704438,9,39,-27,-20,54
4,1693677708782396000,-0.116118781,2.403778553,10.22443867,0.054624807,-0.027712099,0.037970904,15,35,-33,-33,51
0,1693677708795385700,-0.113724582,2.406172752,10.21007347,0.053692192,-0.027179174,0.038503829,9,36,-24,-20,48
1,1693677708796385700,-0.108936176,2.410961151,10.21845245,0.05595712,-0.027845331,0.038237367,18,40,-19,-27,53
2,1693677708797385700,-0.107739076,2.412158251,10.22802925,0.056623276,-0.027712099,0.037970904,19,35,-24,-22,52
3,1693677708798385700,-0.10295067,2.41455245,10.23162079,0.055823889,-0.027312404,0.037837673,18,30,-33,-28,50
4,1693677708799385700,-0.106541976,2.412158251,10.21246719,0.054358348,-0.02691271,0.037704438,13,35,-23,-28,52
0,1693677708836358700,-0.104147777,2.428917646,10.24119759,0.056223582,-0.029444104,0.038503829,18,31,-29,-33,47
1,1693677708837358700,-0.099359371,2.430114746,10.24598598,0.055024505,-0.027578866,0.037704438,18,32,-23,-26,44
2,1693677708838358700,-0.10175357,2.430114746,10.23281765,0.053425729,-0.025447167,0.036771823,18,36,-23,-24,52
3,1693677708839358700,-0.104147777,2.425326347,10.21246719,0.0528928,-0.023182238,0.035572741,16,40,-24,-20,55
4,1693677708840358700,-0.104147777,2.410961151,10.1933136,0.052759573,-0.021450229,0.034906585,11,37,-28,-23,49
0,1693677708854349100,-0.110133275,2.396595955,10.20887566,0.055424199,-0.028245023,0.037970904,17,33,-30,-27,45
1,1693677708855349100,-0.107739076,2.401384354,10.21127033,0.05595712,-0.029843798,0.038903523,15,35,-25,-22,53
2,1693677708856349100,-0.104147777,2.408566952,10.21605873,0.056623276,-0.030243492,0.039036751,15,36,-20,-23,54
3,1693677708857349100,-0.099359371,2.41694665,10.22563553,0.056356817,-0.029710567,0.039036751,17,45,-23,-20,48
4,1693677708858349100,-0.098162271,2.425326347,10.23042393,0.055557426,-0.028511487,0.038237367,15,36,-24,-22,48
0,1693677708878337400,-0.118512981,2.406172752,10.20169353,0.053558957,-0.023981623,0.036771823,17,43,-25,-27,48
1,1693677708879337400,-0.119710088,2.402581453,10.2028904,0.053825419,-0.024381317,0.036771823,20,41,-17,-27,51
2,1693677708880337400,-0.120907187,2.400187254,10.2028904,0.053958651,-0.024781011,0.036905054,16,41,-20,-19,55
3,1693677708881337400,-0.122104287,2.402581453,10.198102,0.054091886,-0.02571363,0.037171517,18,41,-28,-26,53
4,1693677708882337400,-0.122104287,2.402581453,10.19690514,0.054491576,-0.026379786,0.037304748,14,36,-28,-20,49
0,1693677708902344900,-0.110133275,2.41694665,10.20408726,0.053958651,-0.026246555,0.037704438,7,29,-25,-28,30
1,1693677708903344900,-0.112527482,2.418143749,10.20528507,0.053825419,-0.025980091,0.037704438,16,46,-24,-26,55
2,1693677708904344900,-0.112527482,2.420537949,10.20049667,0.054091886,-0.025580399,0.03757121,17,37,-25,-27,49
3,1693677708905344900,-0.113724582,2.418143749,10.20169353,0.053958651,-0.02571363,0.037437979,6,33,-29,-33,49
4,1693677708906344900,-0.112527482,2.41694665,10.2028904,0.053958651,-0.025580399,0.037437979,9,35,-28,-26,45
0,1693677708921310000,-0.108936176,2.406172752,10.20887566,0.054491576,-0.026246555,0.038104136,15,31,-24,-24,52
1,1693677708922310000,-0.111330383,2.403778553,10.20648193,0.054624807,-0.026379786,0.038104136,22,35,-21,-21,53
2,1693677708923310000,-0.113724582,2.407369852,10.20648193,0.054624807,-0.026513018,0.037970904,15,37,-27,-22,46
3,1693677708924310000,-0.112527482,2.408566952,10.20408726,0.054758042,-0.026513018,0.037837673,19,34,-21,-28,45
4,1693677708925310000,-0.112527482,2.409764051,10.2028904,0.05489127,-0.026513018,0.037837673,17,44,-25,-24,52
0,1693677708940303400,-0.126892686,2.407369852,10.20528507,0.05489127,-0.026379786,0.037837673,14,39,-20,-26,50
1,1693677708941303400,-0.128089786,2.409764051,10.20648193,0.054758042,-0.026513018,0.037837673,19,42,-23,-30,54
2,1693677708942303400,-0.126892686,2.409764051,10.20887566,0.05489127,-0.026646247,0.037837673,16,40,-22,-29,54
3,1693677708943303400,-0.124498487,2.408566952,10.20648193,0.054624807,-0.026646247,0.037970904,19,30,-26,-33,48
4,1693677708944303400,-0.124498487,2.410961151,10.2028904,0.054624807,-0.026779478,0.037837673,13,36,-25,-24,50
0,1693677708960290400,-0.111330383,2.41574955,10.20767879,0.054758042,-0.026246555,0.037704438,22,35,-25,-19,51
1,1693677708961290400,-0.106541976,2.41455245,10.2028904,0.054758042,-0.026246555,0.037970904,25,32,-21,-23,48
2,1693677708962290400,-0.108936176,2.412158251,10.2028904,0.054758042,-0.026246555,0.037837673,18,35,-31,-30,38
3,1693677708963290400,-0.107739076,2.41455245,10.20408726,0.054758042,-0.026246555,0.037704438,11,30,-31,-31,48
4,1693677708964290400,-0.107739076,2.41455245,10.20049667,0.054758042,-0.026379786,0.03757121,14,36,-25,-22,51
0,1693677708981277200,-0.112527482,2.403778553,10.20767879,0.054758042,-0.026379786,0.037704438,16,39,-25,-21,51
1,1693677708982277200,-0.114921682,2.404975653,10.20528507,0.054758042,-0.026379786,0.037704438,19,32,-27,-26,55
2,1693677708983277200,-0.112527482,2.406172752,10.20767879,0.05489127,-0.026379786,0.037704438,10,36,-23,-30,50
3,1693677708984277200,-0.113724582,2.406172752,10.20528507,0.054758042,-0.026246555,0.037704438,14,31,-31,-27,52
4,1693677708985277200,-0.112527482,2.404975653,10.20648193,0.054491576,-0.026113322,0.037704438,17,41,-27,-24,55
0,1693677709001267500,-0.116118781,2.410961151,10.21246719,0.054758042,-0.026379786,0.037837673,20,34,-27,-28,51
1,1693677709002267500,-0.117315881,2.409764051,10.21007347,0.054758042,-0.026379786,0.037970904,-9,32,-23,-28,50
2,1693677709003267500,-0.117315881,2.412158251,10.21486187,0.054758042,-0.026379786,0.037837673,-3,31,-25,-26,46
3,1693677709004267500,-0.117315881,2.410961151,10.21246719,0.05489127,-0.026513018,0.037704438,17,33,-25,-23,51
4,1693677709005267500,-0.117315881,2.409764051,10.21246719,0.05489127,-0.026379786,0.037704438,15,39,-30,-18,55
0,1693677709019254700,-0.124498487,2.406172752,10.20528507,0.054491576,-0.026513018,0.037970904,17,39,-23,-24,49
1,1693677709020254700,-0.122104287,2.404975653,10.20169353,0.054758042,-0.026513018,0.037970904,19,30,-30,-27,54
2,1693677709021254700,-0.124498487,2.403778553,10.19929886,0.054624807,-0.026513018,0.037837673,18,34,-26,-27,52
3,1693677709022254700,-0.122104287,2.404975653,10.20049667,0.054758042,-0.026246555,0.037704438,18,36,-28,-20,52
4,1693677709023254700,-0.118512981,2.408566952,10.20648193,0.054758042,-0.026113322,0.03757121,17,41,-27,-26,55
0,1693677709038244900,-0.110133275,2.410961151,10.20408726,0.054758042,-0.026513018,0.037704438,12,31,-29,-27,52
1,1693677709039244900,-0.111330383,2.408566952,10.20528507,0.054758042,-0.026646247,0.037704438,14,31,-31,-24,48
2,1693677709040244900,-0.111330383,2.406172752,10.21007347,0.054758042,-0.026779478,0.037704438,19,37,-29,-20,49
3,1693677709041244900,-0.110133275,2.406172752,10.20767879,0.054758042,-0.02691271,0.037704438,20,41,-19,-27,52
4,1693677709042244900,-0.108936176,2.409764051,10.20169353,0.055024505,-0.02691271,0.03757121,15,42,-22,-27,48
0,1693677709060231500,-0.110133275,2.41455245,10.20648193,0.054491576,-0.026513018,0.037437979,6,39,-29,-30,45
1,1693677709061231500,-0.112527482,2.41455245,10.20528507,0.054624807,-0.026513018,0.037437979,14,31,-21,-23,54
2,1693677709062231500,-0.113724582,2.41455245,10.20767879,0.054491576,-0.026513018,0.037437979,14,40,-24,-24,51
3,1693677709063231500,-0.116118781,2.41455245,10.20528507,0.054491576,-0.026513018,0.037437979,19,30,-21,-22,55
4,1693677709064231500,-0.113724582,2.41694665,10.20408726,0.054358348,-0.026646247,0.03757121,13,31,-24,-30,50
0,1693677709079219600,-0.112527482,2.41455245,10.20528507,0.054758042,-0.026379786,0.037837673,15,39,-23,-24,49
1,1693677709080219600,-0.112527482,2.41455245,10.20767879,0.054758042,-0.026246555,0.037837673,19,39,-28,-27,49
2,1693677709081219600,-0.111330383,2.41335535,10.20767879,0.05489127,-0.026113322,0.037837673,19,31,-31,-28,48
3,1693677709082219600,-0.113724582,2.41455245,10.20887566,0.054758042,-0.025980091,0.037704438,20,37,-24,-27,52
4,1693677709083219600,-0.111330383,2.41455245,10.21127033,0.054758042,-0.025846859,0.037704438,9,44,-21,-28,54
0,1693677709097210600,-0.111330383,2.41455245,10.21605873,0.05489127,-0.027045943,0.037970904,13,30,-25,-23,52
1,1693677709098210600,-0.108936176,2.41574955,10.21486187,0.054624807,-0.026646247,0.037837673,15,33,-30,-32,50
2,1693677709099210600,-0.107739076,2.41335535,10.21605873,0.054491576,-0.026379786,0.037704438,9,33,-21,-24,51
3,1693677709100210600,-0.10295067,2.410961151,10.21965027,0.054358348,-0.026113322,0.03757121,19,41,-25,-19,49
4,1693677709101210600,-0.106541976,2.408566952,10.21605873,0.054225113,-0.025846859,0.03757121,17,32,-27,-31,55
0,1693677709117199200,-0.119710088,2.402581453,10.21965027,0.054358348,-0.026646247,0.038104136,20,43,-27,-27,50
1,1693677709118199200,-0.117315881,2.403778553,10.21845245,0.054491576,-0.026513018,0.038237367,17,40,-25,-22,46
2,1693677709119199200,-0.120907187,2.404975653,10.21965027,0.054624807,-0.026246555,0.038370594,17,39,-23,-28,49
3,1693677709120199200,-0.119710088,2.407369852,10.21725559,0.054758042,-0.026246555,0.038370594,21,39,-21,-20,54
4,1693677709121199200,-0.119710088,2.408566952,10.21845245,0.054758042,-0.026113322,0.038237367,20,40,-17,-21,50
0,1693677709135188700,-0.108936176,2.408566952,10.22563553,0.054358348,-0.02691271,0.037437979,16,35,-25,-28,50
1,1693677709136188700,-0.110133275,2.407369852,10.22802925,0.054491576,-0.02691271,0.03757121,11,35,-29,-31,44
2,1693677709137188700,-0.107739076,2.406172752,10.22802925,0.054491576,-0.02691271,0.037704438,11,37,-29,-28,48
3,1693677709138188700,-0.107739076,2.409764051,10.22683239,0.054491576,-0.026646247,0.037704438,19,31,-25,-26,53
4,1693677709139188700,-0.112527482,2.410961151,10.22204399,0.054491576,-0.026779478,0.037837673,14,36,-23,-18,41
0,1693677709153178500,-0.124498487,2.41335535,10.20887566,0.054758042,-0.026379786,0.037837673,10,33,-27,-31,48
1,1693677709154178500,-0.124498487,2.410961151,10.21246719,0.05489127,-0.026379786,0.037837673,10,31,-29,-23,46
2,1693677709155178500,-0.122104287,2.412158251,10.21486187,0.054758042,-0.026513018,0.037837673,11,30,-29,-22,48
3,1693677709156178500,-0.122104287,2.412158251,10.21845245,0.05489127,-0.026379786,0.037970904,18,33,-25,-31,46
4,1693677709157178500,-0.119710088,2.412158251,10.21965027,0.05489127,-0.026379786,0.037970904,13,30,-25,-24,49
0,1693677709171169900,-0.116118781,2.421735048,10.20169353,0.054358348,-0.026379786,0.037704438,6,30,-29,-27,43
1,1693677709172169900,-0.117315881,2.422932148,10.198102,0.054491576,-0.026379786,0.037837673,13,26,-23,-27,42
2,1693677709173169900,-0.116118781,2.421735048,10.20049667,0.054491576,-0.026379786,0.037837673,17,36,-28,-26,46
3,1693677709174169900,-0.113724582,2.419340849,10.20169353,0.054491576,-0.026379786,0.037704438,14,36,-25,-32,48
4,1693677709175169900,-0.111330383,2.420537949,10.20648193,0.054358348,-0.026246555,0.037704438,13,32,-29,-28,48
0,1693677709189159000,-0.110133275,2.41335535,10.22084713,0.054225113,-0.026246555,0.037704438,19,30,-27,-28,45
1,1693677709190159000,-0.111330383,2.41455245,10.22204399,0.054358348,-0.026246555,0.037837673,7,33,-24,-26,45
2,1693677709191159000,-0.111330383,2.418143749,10.22204399,0.054358348,-0.026113322,0.037970904,19,40,-29,-26,50
3,1693677709192159000,-0.111330383,2.41694665,10.22324085,0.054358348,-0.025846859,0.037837673,22,34,-21,-20,49
4,1693677709193159000,-0.110133275,2.41335535,10.22084713,0.054624807,-0.025846859,0.037837673,17,37,-29,-31,50
0,1693677709205147800,-0.110133275,2.403778553,10.20767879,0.05489127,-0.026113322,0.037970904,20,31,-31,-20,50
1,1693677709206147800,-0.113724582,2.404975653,10.21007347,0.054758042,-0.026113322,0.037837673,17,39,-24,-27,48
2,1693677709207147800,-0.114921682,2.408566952,10.21246719,0.054758042,-0.026379786,0.037837673,13,40,-27,-23,52
3,1693677709208147800,-0.112527482,2.406172752,10.21127033,0.054758042,-0.026246555,0.037837673,20,35,-24,-24,49
4,1693677709209147800,-0.113724582,2.409764051,10.20648193,0.054758042,-0.026513018,0.037704438,18,30,-31,-20,48
0,1693677709224139800,-0.118512981,2.409764051,10.21725559,0.054624807,-0.025980091,0.037837673,20,35,-25,-28,52
1,1693677709225139800,-0.116118781,2.410961151,10.21486187,0.054624807,-0.025846859,0.037837673,13,36,-26,-24,52
2,1693677709226139800,-0.117315881,2.409764051,10.21007347,0.054491576,-0.025846859,0.037970904,20,37,-30,-27,50
3,1693677709227139800,-0.114921682,2.410961151,10.21007347,0.054758042,-0.025980091,0.037837673,20,35,-25,-26,50
4,1693677709228139800,-0.112527482,2.409764051,10.21486187,0.05489127,-0.025980091,0.037704438,19,35,-32,-23,49
0,1693677709244126700,-0.112527482,2.407369852,10.1933136,0.054491576,-0.025980091,0.03757121,18,44,-21,-22,52
1,1693677709245126700,-0.118512981,2.407369852,10.19091988,0.054491576,-0.025846859,0.03757121,15,31,-21,-27,53
2,1693677709246126700,-0.119710088,2.408566952,10.19451046,0.054491576,-0.025846859,0.037704438,13,35,-25,-19,53
3,1693677709247126700,-0.120907187,2.408566952,10.1933136,0.054358348,-0.025846859,0.037837673,14,39,-21,-21,50
4,1693677709248126700,-0.119710088,2.409764051,10.19211674,0.054491576,-0.025846859,0.037837673,10,31,-25,-33,44
0,1693677709261115700,-0.111330383,2.41694665,10.20049667,0.053825419,-0.026379786,0.037837673,18,36,-19,-20,54
1,1693677709262115700,-0.106541976,2.41455245,10.20169353,0.053692192,-0.026246555,0.037837673,19,44,-23,-20,49
2,1693677709263115700,-0.104147777,2.41335535,10.20169353,0.053825419,-0.026379786,0.037704438,18,31,-28,-27,50
3,1693677709264115700,-0.10295067,2.412158251,10.20648193,0.053692192,-0.026246555,0.037837673,17,39,-25,-30,49
4,1693677709265115700,-0.10055647,2.412158251,10.20408726,0.053692192,-0.026113322,0.037970904,10,41,-25,-29,44
0,1693677709278107300,-0.116118781,2.424129248,10.198102,0.054758042,-0.026379786,0.037437979,17,43,-20,-27,53
1,1693677709279107300,-0.118512981,2.425326347,10.20049667,0.054758042,-0.026379786,0.037304748,14,41,-28,-28,49
2,1693677709280107300,-0.118512981,2.422932148,10.20169353,0.054758042,-0.026513018,0.037304748,13,37,-25,-24,53
3,1693677709281107300,-0.112527482,2.424129248,10.20169353,0.055024505,-0.026379786,0.037304748,9,30,-32,-32,49
